,danceability,energy,loudness,speechiness,instrumentalness,valence,tempo,acousticness,key,mode,time_signature
73,0.691,0.409,-10.144,0.0376,0.000224,0.21,124.994,0.376,4,1,4
74,0.678,0.871,-4.781,0.0342,0.249,0.28,117.029,0.0587,6,1,4
0,0.628,0.523,-8.307,0.0946,0.00274,0.416,169.982,0.701,11,0,4
1,0.647,0.228,-19.288,0.0668,0.00149,0.189,119.828,0.841,2,1,4
2,0.573,0.264,-8.955,0.0365,1.71e-05,0.379,129.791,0.827,5,1,4
3,0.396,0.597,-5.819,0.0358,1.8e-06,0.185,170.061,0.308,9,1,4
4,0.69,0.84,-6.947,0.0573,3.06e-05,0.493,129.935,0.0268,11,1,4
5,0.663,0.652,-6.628,0.0598,1.56e-05,0.21,149.994,0.15,11,0,4
6,0.708,0.489,-10.758,0.0436,0.667,0.171,123.02,0.351,1,0,4
7,0.738,0.53,-9.691,0.0512,0.0183,0.0823,123.964,0.19,11,1,4
8,0.707,0.902,-7.393,0.125,0.771,0.166,140.03,0.16,11,0,4
9,0.614,0.648,-8.622,0.0693,0.0112,0.335,133.962,0.137,6,1,4
10,0.571,0.619,-6.275,0.0906,0.000759,0.349,166.814,0.315,8,0,4
11,0.452,0.465,-10.006,0.0344,0.000524,0.0832,149.586,0.0589,4,0,4
12,0.449,0.933,-0.979,0.039,0.000282,0.143,86.991,0.0106,5,1,4
13,0.795,0.474,-8.166,0.0642,0.758,0.477,120.017,0.0213,6,1,4
14,0.757,0.734,-7.321,0.0349,0.00923,0.584,124.975,0.044,7,1,4
15,0.705,0.685,-8.62,0.043,0.00171,0.313,121.928,0.409,8,0,4
